2025-12-19T11:56:25.599Z,302051295948,R_100,DIGITEVEN,8.85,8.44,WIN,147.34,even,78.5%
2025-12-19T11:56:34.884Z,302051306208,R_100,DIGITEVEN,0.52,-0.52,LOSS,146.82,even,75.4%
2025-12-19T11:56:43.369Z,302051314668,R_100,DIGITEVEN,1.09,-1.09,LOSS,145.73,even,73.1%
2025-12-19T11:57:03.975Z,302051334868,R_100,DIGITODD,2.38,2.27,WIN,148.00,odd,75.6%
2025-12-19T11:57:19.913Z,302051349748,R_100,DIGITODD,0.52,0.48,WIN,148.48,odd,77.6%
2025-12-19T11:57:29.686Z,302051359788,R_100,DIGITODD,0.52,-0.52,LOSS,147.96,odd,73.2%
2025-12-19T11:57:37.278Z,302051367228,R_100,DIGITODD,1.03,-1.03,LOSS,146.93,odd,75.8%
2025-12-19T11:57:57.864Z,302051383728,R_100,DIGITODD,2.18,-2.18,LOSS,144.75,odd,72.0%
2025-12-19T11:58:19.386Z,302051409508,R_100,DIGITODD,4.66,-4.66,LOSS,140.09,odd,74.7%
